instance,family,n,alpha,phase,tier,obj,ub,gap_pct,seeds,phase_rt,cumul_rt,event
B_n100_001_a25_001,B,100,0.25,1,0,2141.0,2271,5.7243505063848525,1,46.485902499989606,46.48593099997379,OBJ+20 tier->0
B_n100_001_a25_001,B,100,0.25,2,0,2142.0,2169,1.2448132780082988,1,45.77549699996598,96.06723749998491,OBJ+1 tier->0
B_n100_001_a25_001,B,100,0.25,3,0,2142.0,2146,0.1863932898415657,1,45.153708999976516,142.46606480004266,UB_TIGHT→GAP<0.3%
