instance,family,n,alpha,group_id,bks,master_obj,master_rt_s,master_cert_gap_pct,master_status,beta_obj,beta_ub,beta_gap_pct,beta_ec_gain,beta_phases,beta_stop_reason,beta_total_rt_s,beta_raw_ub,beta_bound_mode,beta_cut_positive_gamma,beta_cut_positive_nu,beta_num_ub_refreshes,beta_num_lag_iters,beta_no_refresh,beta_vs_master,beta_vs_bks,beta_status
EB_n130_016_a25_046,EB,130,0.25,016,2237.0,2237.0,1203.5,0.2230,,2237.0,2257,0.8861,0,4,TIERS_EXHAUSTED,461.7,2257.1518,cutlag_triple,17,32,2,211,0,0.0,0.0,TIE
D_n080_045_a25_133,D,80,0.25,045,,1910.0,1218.2,0.6760,,1883.0,1941,2.9882,0,5,TIERS_EXHAUSTED,653.0,1941.6460,cutlag_triple,18,17,2,244,0,-27.0,,NA
ED_n080_045_a25_133,ED,80,0.25,045,,1681.0,1511.9,0.3557,,1680.0,1693,0.7679,0,8,TIERS_EXHAUSTED,909.9,1693.3028,cutlag_triple,18,27,3,293,0,-1.0,,NA
EB_n100_001_a50_002,EB,100,0.5,001,2822.0,2822.0,901.6,0.0708,,2822.0,2824,0.0708,0,2,GAP<0.3%,186.8,2824.0000,cutlag_triple,0,0,0,0,0,0.0,0.0,TIE
B_n130_016_a25_046,B,130,0.25,016,2744.0,2744.0,903.6,1.9650,,2744.0,2813,2.4529,0,4,TIERS_EXHAUSTED,459.2,2813.5594,cutlag_triple,20,33,2,206,0,0.0,0.0,TIE
D_n080_045_a50_134,D,80,0.5,045,,2749.0,941.5,0.7939,,2749.0,2780,1.1151,1,8,TIERS_EXHAUSTED,1094.5,2780.4026,cutlag_triple,6,0,3,396,0,0.0,,NA
