instance,family,n,alpha,lb_incumbent,bks,method,upper_bound,gap_pct,runtime_s,iterations,invalid_vs_lb,invalid_vs_bks,extra
D_n040_001_a25_001,D,40,0.25,715.0,715.0,LR_100_plus_LR_100,715.0000073952464,1.0343001810272348e-06,0.371175599982962,200,False,False,base_ub=715.0171334584162;cont_ub=715.0000073952464
D_n040_001_a25_001,D,40,0.25,715.0,715.0,cutLR_cap_warm_100,715.0000128370535,1.7953920701665767e-06,0.37416120001580566,200,False,False,base_ub=715.0171334584162;cut_ub=715.0000128370535;cap_cuts=47;incomp_cuts=0;pos_gamma=2;pos_nu=0
D_n040_001_a25_001,D,40,0.25,715.0,715.0,cutLR_pair_warm_100,715.0000103430551,1.446581115225793e-06,0.37485259998356923,200,False,False,base_ub=715.0171334584162;cut_ub=715.0000103430551;cap_cuts=47;incomp_cuts=83;pos_gamma=2;pos_nu=3
D_n040_001_a25_001,D,40,0.25,715.0,715.0,cutLR_triple_warm_100,715.0000103430551,1.446581115225793e-06,0.37443700002040714,200,False,False,base_ub=715.0171334584162;cut_ub=715.0000103430551;cap_cuts=47;incomp_cuts=88;pos_gamma=2;pos_nu=3
D_n060_023_a25_067,D,60,0.25,1263.0,1263.0,LR_100,1298.8714014535956,2.761736182154069,0.7775027999887243,100,False,False,hist_len=100
D_n060_023_a25_067,D,60,0.25,1263.0,1263.0,LR_200_cold,1278.3277722536038,1.1990486779914058,1.5179555999930017,200,False,False,hist_len=200
D_n060_023_a25_067,D,60,0.25,1263.0,1263.0,LR_100_plus_LR_100,1280.403581217297,1.3592262215286168,1.4965481999679469,200,False,False,base_ub=1298.8714014535956;cont_ub=1280.403581217297
D_n060_023_a25_067,D,60,0.25,1263.0,1263.0,cutLR_cap_warm_100,1273.3331692936033,0.8115055464498543,1.6134974000160582,200,False,False,base_ub=1298.8714014535956;cut_ub=1273.3331692936033;cap_cuts=54;incomp_cuts=0;pos_gamma=4;pos_nu=0
D_n060_023_a25_067,D,60,0.25,1263.0,1263.0,cutLR_pair_warm_100,1271.667512237456,0.6815863544556469,1.9618037999607623,200,False,False,base_ub=1298.8714014535956;cut_ub=1271.667512237456;cap_cuts=54;incomp_cuts=138;pos_gamma=4;pos_nu=3
D_n060_023_a25_067,D,60,0.25,1263.0,1263.0,cutLR_triple_warm_100,1272.7834126823109,0.7686628050638211,1.8464919999823906,200,False,False,base_ub=1298.8714014535956;cut_ub=1272.7834126823109;cap_cuts=54;incomp_cuts=169;pos_gamma=7;pos_nu=5
D_n080_045_a25_133,D,80,0.25,1910.0,,LR_100,1993.8173517518749,4.20386309098115,10.056840500037652,100,False,False,hist_len=100
D_n080_045_a25_133,D,80,0.25,1910.0,,LR_200_cold,1956.212177366395,2.3623295009138263,19.893569200008642,200,False,False,hist_len=200
D_n080_045_a25_133,D,80,0.25,1910.0,,LR_100_plus_LR_100,1956.212177366395,2.3623295009138263,20.05339100008132,200,False,False,base_ub=1993.8173517518749;cont_ub=1956.212177366395
D_n080_045_a25_133,D,80,0.25,1910.0,,cutLR_cap_warm_100,1945.9383088024024,1.8468370060775496,20.294540700037032,200,False,False,base_ub=1993.8173517518749;cut_ub=1945.9383088024024;cap_cuts=55;incomp_cuts=0;pos_gamma=11;pos_nu=0
