method,n,raw_improves_base_count,raw_improves_base_pct,mean_cap_cuts,mean_incomp_cuts,mean_pos_gamma,mean_pos_nu
cutLR_cap_warm_100,54,48,88.88888888888889,51.98148148148148,0.0,5.185185185185185,0.0
cutLR_pair_warm_100,54,48,88.88888888888889,51.98148148148148,58.44444444444444,5.055555555555555,2.962962962962963
cutLR_triple_warm_100,54,48,88.88888888888889,51.98148148148148,94.48148148148148,5.111111111111111,4.203703703703703
